,place_name,price_usd_per_m2,surface_total_in_m2,lat,lon,floor,rooms,description,title,avenida,amenities,balcon,gimnasio,SUM,cochera,parrilla,pileta,patio,terraza,lavadero,Belgrano,Nuñez,Palermo,Palermo Hollywood,Recoleta,surface_total_in_m2_2,distancia_obelisco,habitaciones
7,Belgrano,3066.666666666666,45.0,-34.5598729,-58.443362,,1.0,"EXCELENTE MONOAMBIENTE A ESTRENAR AMPLIO SUPER LUMINOSO ...PISO ALTO COCINA AMERICANA. BAÑO COMPLETO PILETA ,SOLARIUM, LAUNDRY APTO PROFESIONALPROXIMO AV DEL LIBERTADOR  MUY BUENA ZONA !!!! Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).","JOSE HERNANDEZ 1400 MONOAMBIENTE  ESTRENAR CATEGORIA , VENTA",1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2025.0,7344.733629724598,
8,Belgrano,3000.0,65.0,-34.5598729,-58.443362,,2.0,"EXCELENTE DOS AMBIENTES  ESTRENAR AMPLIO SUPER LUMINOSO ...PISO ALTO COCINA AMERICANA. BAÑO COMPLETO PILETA ,SOLARIUM, LAUNDRY APTO PROFESIONALPROXIMO AV DEL LIBERTADOR  MUY BUENA ZONA !!!! Aviso publicado por Pixel Inmobiliario (Servicio de Páginas Web para Inmobiliarias).","JOSE HERNANDEZ   1400 DOS AMBIENTES ESTRENAR , CATEGORIA , VENTA",1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4225.0,7344.733629724598,
19,Palermo,3365.384615384615,104.0,-34.580503566,-58.4058744847,,3.0,Excelente semipiso al contra frente en Bulnes y Libertador. Espectacular pulmón muy luminoso con árboles. Buen edificio con entrada reciclada hace dos años. Hall de entrada. Living comedor de muy buenas dimensiones con salida al balcón aterrazado. Toilette de recpeción. Master Suite muy grande con vestidor y gran baño (revestimientos de marmol) también al frente. Segundo dormitorio o escritorio (chico) a aire luz muy luminoso. Muy linda cocina con muebles alemanes. Pisos de parquet. Persianas eléctricas. Aislación acústica en paredes. Detalles de muy buena calidad. Baulera común. La unidad originalmente era de dos dormitorios pero fue refaccionada al plano actual (master suite más dormitorio chico o escritorio). Impecable! ,"Bulnes y Libertador: espectacular pulmón, con balcón aterrazado reciclado a nuevo!",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10816.0,3029.007200202655,
21,Palermo,2292.372881355933,118.0,-34.590926,-58.4116653,,4.0,"EXCELENTE ZONA, MULTIPLES MEDIOS DE TRANSPORTE - DOS PATIOS - MUY BUEN ESTADO - A CUADRAS DE AV.SANTA FE.",Departamento de 4 ambientes en Venta en Palermo,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13924.0,3434.8269301344926,
60,Nuñez,3460.0,50.0,-34.553577600000004,-58.45551139999999,,2.0,"ESPECTACULAR DEPARTAMENTO DE 2 AMBIENTES CON COCHERA PARA INVERSION. EN HERMOSA ZONA DE BELGRANO./NUÑEZ. ZONA MUY TRANQUILA. EL DEPTO ES UN HERMOSO 2 AMBIENTES BIEN DEFINIDOS CON MUY BUENOS DETALLES DE TERMINACION Y BUEN GUSTO. EL DEPTO ESTA UBICADO AL CONTRAFRENTE CON ORIENTACIÓN ESTE, Y VISTA A UN HERMOSO Y AMPLIO PULMÓN. EL PISO ES DE MADERA NATURAL, EUCALIPTUS ROSTRADA, PULIDO Y PLASTIFICADO. LAS CARPINTERÍAS DE ALUMNIO ANODIZADO,”COCINA A GAS”MARCA LONGVIE, GRAN CANTIDAD DE ALACENAS , 2AIRES ACONDICIONADO, CONEXION PARA LAVARROPAS, BALCON ATERRAZADO!!! COCHERA FIJA DESCUBIERTA ES REALMENTE DIVINO ¡!!!! EL EDIFICIO CUENTA CON UNA GRAN DECK CON SOLÁRIUM, PISCINA EN EL ÚLTIMO PISO, JACUZZI SUM ACTUALMENTE ALQUILADO CON MUY BUENA RENTA BAJAS EXPENSAS VALOR DE VENTA U$S 173.000","VENTA 2 AMB  CON COCH, PISCINA  PARA INVERSION.MUY BUENA RENTA",1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,2500.0,8742.081077812089,
200,Recoleta,1938.7755102040808,196.0,-34.5994274,-58.4015856,,7.0,Los equipos de aire acondicionado no estan incluidos en el precio de venta.Semipiso. Living. Comedor. 4 dormitorio(s) 1 en suite. 2 baño(s) 1 toilette(s). Entre medianeras. Al frente. S/av. principal.  Antiguo.  Luminoso.  En muy buen estado. Orientación Suroeste. Antigüedad 80 años. ,Semipiso. Living. Comedor. 4 dormitorio(s) 1 en suite. 2 baño(s) 1 toilette(s). Entre medianeras. Al frente. S/av. principal.  Antiguo.  Luminoso.  En muy buen estado. Orientación Suroeste. Antigüedad 80 años. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38416.0,2243.599137362808,
210,Belgrano,4210.526315789473,57.0,-34.5620844,-58.4566864,,2.0,"DUPLEX CON COCHERA FIJA CUBIERTA 3 AÑOS DE ANTIGUEDAD EDIFICIO ENTRE MEDIANERAS, CONTRAFRENTE CON ORIENTACION NORESTE, LUZ Y SOL TODO EL DIA, CON VISTA ABIERTA 1 DORMITORIO LIVING COMEDOR COCINA AMERICANA BAÑO EN SUITE VESTIDOR TOILETTE BALCON ESTILO ATERRAZADO CON PARRILLA PROPIAPISOS DE PORCELANATO CALEFACCION POR AIRE FRIO/CALOR, 2 EQUIPOS INSTALADOS AGUA CALIENTE CENTRAL CERRAMIENTOS DE ALUMINIO EXCELENTE UBICACION CON SALIDA A AVENIDA CABILDO Y AVENIDA LIBERTADOR, POR EL NUEVO PASO A NIVEL A 50MTS DE LA PLAZA, Y DEL NUEVO EMPRENDIMIENTO DE MIRABILIA DE BELGRANO QUE SERA UNA GRAN PUESTA A VALOR DEL BARRIO COLECTIVOS: 15, 29, 107, 114, 130 TRENES: BELGRANO C (MITRE) SUBTE: CONGRESO DE TUCUMAN (LINEA D) EL MONTO DE LA EXPENSAS INCLUYE EL VALOR DE LA COCHERA Las medidas son Aproximadas y al solo efecto orientativo, las definitivas surgirán del Plano de Mensura y Subdivisión. Para mayor información no dude en contactarnos. Importante: La venta del Inmueble referido se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. ",2 Ambientes Venta Belgrano Cochera Cubierta,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,3249.0,8713.730783967952,
216,Belgrano,3437.5,160.0,-34.5621457,-58.449657,,4.0,"Piso de categoría en Barrancas del Belgrano, excelente calidad de obraExcelente ubicación2 cocheras fijas cubiertas + bauleraPisos de maderaLiving comedorCocina comedorDependencia de servicio con bañoLavadero independienteEntrada de servicioPersianas de maderaPlacares reciclados con puertas corredizasDormitorio en suite2 cocheras fijas cubiertas con acceso por rampa en el 1er subsueloIntercomunicador entre dormitorio con la dependenciaBaño principal con jacuzzi, 2do baño con ducha escocesaToiletteAgua caliente centralCalefaccion por losa radianteAire acondicionados instalados en los dormitoriosPalier PrivadoExpensas: $7300ABL: $2000Las medidas son Aproximadas y al solo efecto orientativo, las definitivas surgirán del Plano de Mensura y Subdivisión. Importante: La venta del Inmueble referido se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. ","Piso Barrancas de Belgrano Venta 2 cocheras fijas cubiertas, baulera, 3 dormitorios y dependencia",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,25600.0,7963.914513532617,
219,Belgrano,3548.3870967741937,310.0,-34.565318065999996,-58.44175186020001,,6.0,"Piso  en  Belgrano  entre  Villanueva y Luis  Maria  Campos, la  propiedad cuenta  con  palier privado , toilette de recepción,  4 dormitorios todos  con salida a balcon.La  suite principal  cuenta   con  un  amplio  vestidor. Los  dormitorios  restantes cuentan  con un amplio bano completo.El  departamento  tiene  doble circulación  en todos sus ambientes.Amplia Cocina  luminosa , entrada de servicio. Baulera individual, gimnasio, pileta solarium.El edificio  cuenta  con  cámaras de  seguridad en  todos los  espacios comunes.Dos cocheras  fijas Cubiertas. ",Impecable planta  5 Ambientes en La Mejor Zona de Belgrano,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,96100.0,7069.5058303974865,
220,Belgrano,3447.753623188406,69.0,-34.5652650561,-58.438232801999995,,2.0,"El edificio está situado en el barrio de  las Cañitas en la ciudad  autonoma de Buenos Aires, en la calle Soldado de la Independencia 1100.Consta de 2 Subsuelos, Planta Baja y 9 pisos, con destino de vivienda multifamiliar y cocheras.El edificio se desarrolla entre medianeras, bajo el esquema de enrase. Respeta la altura de los edificios linderos y el peril de retiros. El piso 7 posee un retiro de 2 m al frente y en el piso 8 el retiro es de 1 metro al frente y de 4 mts al contrafrente generando terrazas en los respectivos departamentos.En el  primer y segundo subsuelo se ubican 16 cocheras simples y 4 bauleras. 8 cocheras por nivel. El acceso vehicular a las cocheras es atraves de un ascensor montavehiculos.La planta baja cuenta con un local al frente con la porteria y un departamento de 1 ambiente al contrafrente, el cual tiene patio propio. La planta del primer piso esta compuesta por 4 departamentos, dos al frente y 2 al contrafrente. Los departamentos son de 1 ambiente divisible y 2 ambientes con una superficie que va desde 58 a 67 mts. Los de 1 ambiente cuentan con acceso a un patio interno.La planta tipo se desarrolla de los Pisos 2º al 6º  donde se desarrollan 4 departamentos, dos al frente y dos al contrafrente, cada uno con su expansión. Los departamentos son de 1 ambiente divisible con iluminacion y ventilacion al patio de luz, y 2  ambientes con una superficie propia que va aproximadamente desde los 55 a los 59m2.  La planta del piso 7 se compone por tres departamentos, 2 al contrafrente y uno al frente con un retiro que genera una gran terraza. Las superficies son entre 55 a 105 mts aproximadamente.En el piso 8 se proyectaron dos departamentos. Un duplex al frente, en su planta baja se desarrolla cocina, comedor, toilette y los dormitorios, y en planta alta una terraza como posible futura expansion. Al contrafrente se desarrolla un departamento de 3 ambientes con retiro y con una amplia terraza. Estos departamentos tienen una superficie cubierta que va aproximadamente entre los 90 y 100 m2.El piso 9º cuenta con un solarium y pileta. Ademas se encuentran las areas tecnicas de tanque de reserva, y sala de termotanques de agua caliente central.",Ultimas Unidades,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,4761.0,6700.072819700142,
221,Belgrano,3447.753623188406,69.0,-34.5652650561,-58.438232801999995,,2.0,"El edificio está situado en el barrio de  las Cañitas en la ciudad  autonoma de Buenos Aires, en la calle Soldado de la Independencia 1100.Consta de 2 Subsuelos, Planta Baja y 9 pisos, con destino de vivienda multifamiliar y cocheras.El edificio se desarrolla entre medianeras, bajo el esquema de enrase. Respeta la altura de los edificios linderos y el peril de retiros. El piso 7 posee un retiro de 2 m al frente y en el piso 8 el retiro es de 1 metro al frente y de 4 mts al contrafrente generando terrazas en los respectivos departamentos.En el  primer y segundo subsuelo se ubican 16 cocheras simples y 4 bauleras. 8 cocheras por nivel. El acceso vehicular a las cocheras es atraves de un ascensor montavehiculos.La planta baja cuenta con un local al frente con la porteria y un departamento de 1 ambiente al contrafrente, el cual tiene patio propio. La planta del primer piso esta compuesta por 4 departamentos, dos al frente y 2 al contrafrente. Los departamentos son de 1 ambiente divisible y 2 ambientes con una superficie que va desde 58 a 67 mts. Los de 1 ambiente cuentan con acceso a un patio interno.La planta tipo se desarrolla de los Pisos 2º al 6º  donde se desarrollan 4 departamentos, dos al frente y dos al contrafrente, cada uno con su expansión. Los departamentos son de 1 ambiente divisible con iluminacion y ventilacion al patio de luz, y 2  ambientes con una superficie propia que va aproximadamente desde los 55 a los 59m2.  La planta del piso 7 se compone por tres departamentos, 2 al contrafrente y uno al frente con un retiro que genera una gran terraza. Las superficies son entre 55 a 105 mts aproximadamente.En el piso 8 se proyectaron dos departamentos. Un duplex al frente, en su planta baja se desarrolla cocina, comedor, toilette y los dormitorios, y en planta alta una terraza como posible futura expansion. Al contrafrente se desarrolla un departamento de 3 ambientes con retiro y con una amplia terraza. Estos departamentos tienen una superficie cubierta que va aproximadamente entre los 90 y 100 m2.El piso 9º cuenta con un solarium y pileta. Ademas se encuentran las areas tecnicas de tanque de reserva, y sala de termotanques de agua caliente central.",Ultimas Unidades,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,4761.0,6700.072819700142,
225,Nuñez,3469.696969696969,66.0,-34.542750299999994,-58.46014520000001,,2.0,"Emplazado en el corzaón de Nuñez, Pedraza Plaza, un desarrollo local con 4 pisos de altura, conformado por unidades de 3 Monoambientes3 Duplex y 3 Monoambientes con terraza privada.En un de los barrios de mayor proyección de los últimos años gracias a sus rápidas conexiones, polos gastronómicos, colegios y comercios con corredores verdes que se extienden hasta el Rio de la plata. Amenities:Sector parrilla Roof JacuzziGYMSolarium con DeckCocheras OpcionalesLas medidas son Aproximadas y al solo efecto orientativo, las definitivas surgirán del Plano de Mensura y Subdivisión.- Importante: La venta del Inmueble referido se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. - ",Duplex 2 Ambientes Venta,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,4356.0,9449.90576599479,
226,Nuñez,3000.0,45.0,-34.542750299999994,-58.46014520000001,,1.0,"Emplazado en el corzaón de Nuñez, Pedraza Plaza, un desarrollo local con 4 pisos de altura, conformado por unidades de 3 Monoambientes3 Duplex y 3 Monoambientes con terraza privada.En un de los barrios de mayor proyección de los últimos años gracias a sus rápidas conexiones, polos gastronómicos, colegios y comercios con corredores verdes que se extienden hasta el Rio de la plata. Amenities:Sector parrilla Roof JacuzziGYMSolarium con DeckCocheras Opcionales",La ubicación como excelencia ,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,2025.0,9449.90576599479,
227,Recoleta,3246.0732984293195,191.0,-34.588348789899996,-58.3900529339,,5.0,"Espectacular ubicación, al frente orientación Este.En la mejor cuadra y de mayor categoría de la ciudad de Buenos Aires.Tiene muy buena luz porque la altura de la unidad supera los edificios linderos.Living en ""L""Balcon corrido al frenteDormitorio principal al frenteCocina Comedor diarioLavadero independienteDependencia de servicioPalier privadoPlacard de recepciónPlacares de soporte2 baños completosToilette4 domitoriosDoble circulaciónCOCHERA DOBLEBauleraSeguridad 24hsReferencias de la zona:Palacio DuhauAlvear PalacePlaza Intendente Torcuato de AlvearCentro Cultural RecoletaCementerio de RecoletaRecoleta MallColectivos: 10, 17, 37, 59, 60, 61, 62, 67, 75, 92, 93, 101, 102, 108, 110, 124, 130Las medidas son Aproximadas y al solo efecto orientativo, las medidas reales surgirán del Título de Propiedad respectivo.- Importante: La venta del Inmueble referido se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. ",Recoleta Quintana Ancha 5 Amb,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,36481.0,1305.0450682719052,
229,Belgrano,2806.060606060606,33.0,-34.5640079,-58.45670429999999,,1.0,"Monoambientes a la venta, en inmejorable zona de Belgrano. A una cuadra de Cabildo y del subte D (estación Juramento), cerca de supermercados, cines y tren. Excelente inversión!.Se trata de un edificio de 17 pisos y 3 subsuelos de cocheras. Todas las unidades son apto profesionales y con muy buenas terminaciones.El edificio cuenta con 3 ascensores, seguridad y amenities (SUM, Pileta, laundry y gimnasio).Los Monoambientes a la venta van desde los 27 m2 totales a los 86m2 totales. Algunos se encuentran con renta y otros no.No son apto creditoNo te pierdas la oportunidad de tener tu departamento como vivienda o inversión en un lugar estratégico de Belgrano. Espero tu consulta!!",Venta Monoambiente- Inmejorable zona de Belgrano,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1089.0,8684.919456247382,
241,Palermo,3776.9230769230767,39.0,-34.5888617,-58.41230720000001,,1.0,"IMPECABLE TORRE COY III – DEPARTAMENTO DE UN AMBIENTE A ESTRENAR – BALCON AL FRENTE – COCINA INTEGRADA –BAÑO COMPLETO – PISOS DE PORCELANATO – AIRE ACONDICIONADO FRIO / CALOR - SUPER LUMINOSO – SEGURIDAD POR CAMARAS LAS 24 HORAS – EL EDIFICO CUENTA CON LAUNDRY, SUM Y PARRILLA - EXCELENTE UBICACION A MEDIA CUADRA DEL SHOPPING ALTO PALERMO - A 200 MTS DEL SUBTE D ESTACION BULNES – A METROS DE LA AV. SANTA FE Y CORONEL DIAZ – A METROS DE PLAZA GUEMES Y PARQUE LAS HERAS - IMPERDIBLE.La publicación de este inmueble es a solo título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la AFIP para la obtención del Número de COTI correspondiente.CONSÚLTENOS- SUCURSAL PALERMO- .  ",BULNES AL 1900 - VENTA - 1 AMB C/ BALCON AL FRENTE - A ESTRENAR - MUY LUMINOSO,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1521.0,3532.412830361661,
253,Belgrano,2656.25,128.0,-34.5620844,-58.4566864,,4.0,"Comodo departamento de 4 ambientes, muy luminoso, con balcón. Living-comedor, tres dormitorios, uno en suite, con amplios placares, segundo baño completo y toilette. Cortinas de enrrollar tipo barrios, pisos de parquet de eucaliptus en living – comedor  y dormitorios, pisos cerámicos en áreas de servicio y mosaico granítico en balcón. Cocina y lavadero. Cochera fija. Antigüedad de construcción 20 años. Expensas $.4.100.",Depto. 4 ambientes muy luminoso. Excelente estado. Precio por m2 = U$S 2800,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,16384.0,8713.730783967952,
255,Recoleta,3636.363636363637,33.0,-34.5955984,-58.4127129,,1.0,"Excelente departamento a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 36.09m2 superficie cubierta 33m2, las unidades tienen la opcion de cochera por dolares U$S 36.000 ",Sanchez de Bustamante 1300-Recoleta ,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1089.0,3501.3066356047084,
256,Palermo,2514.285714285714,175.0,-34.5664787494,-58.4340748222,,4.0,"Excelente ubicación en el barrio de Cañitas4 AmbDependencia con baño3 dormitorios, uno de ellos en suiteBalcon aterrazadoParrilla propiaCochera en PBSeguridad 24 hsPisos de alfombraToilette Placard de recepcionCalefaccion por losa radianteComedor diarioParrilla con patioDependencia con bañoLavadero independienteAgua caliente por termotanqueCocina horno empotradoEntrada de servicio, doble circulacionLas medidas son Aproximadas y al solo efecto orientativo, las medidas reales surgirán del Título de Propiedad respectivo.-. Importante: La venta de los Inmuebles referidos se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. ",Piso 4 amb con dependencia y cochera en Venta Cañitas,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,30625.0,6240.665728874626,
262,Barrio Norte,2648.648648648649,37.0,-34.5837821,-58.40422750000001,,3.0,Departamento. Living/Comedor. 2 dormitorio(s). 1 baño(s). Interno.Orientación Norte. Antigüedad 40 años. ,Departamento. Living/Comedor. 2 dormitorio(s). 1 baño(s). Interno.Orientación Norte. Antigüedad 40 años. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369.0,2780.4765313947996,
266,Palermo Hollywood,2872.340425531915,47.0,-34.5765042465,-58.4314684478,,2.0,"CODIGO:  ubicado en: Avenida Santa Fe 5000 -  Publicado por: AMBIENTE 23 NEGOCIOS INMOBILIARIOS. El precio es de USD 135000 null. Departamento de 2 ambientes con pisos de cerámica, refaccionado hace 1 año aprox., caños hechos a nuevo, dormitorio con amplio placard, balcón corrido ya enrejado, con vista a la av. santa fe, muy luminoso. La ubicación del mismo esta a la mitad de las estaciones de subte línea D, ""Palermo"" y ""Carranza"", trenes, metrobus varias líneas. . Publicado a través de Mapaprop",Av. Santa Fe 5000 - 2 amb - Palermo Hollywood ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2209.0,5781.442374098358,
386,Palermo,2557.142857142857,70.0,-34.590242879899996,-58.4364018732,,3.0,"EMPRENDIMIENTO A ESTRENAR *** Av. Córdoba 5202 y Uriarte ***  - Palermo. Amplio y muy luminoso 3 ambientes con baño y toilette en edificio en esquina.Todos los ambientes al exterior. Living con balcón aterrazado, 2 dormitorios con amplios placards. Apto profesional. Detalles de categoría. Completo equipamiento. Sup total: 70 m2. Entrega: septiembre 2017. Consultar por otras unidades disponibles en el edificio.",A ESTRENAR amplio 2 dormitorios con 2 baños - Av Cordoba y Uriarte,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4900.0,6158.1402531709655,
412,Recoleta,2936.170212765957,235.0,-34.590333,-58.38647710000001,,5.0,"2º piso al frente con balcón y grandes ventanales. Gran recepción. Living y comedor. Lugar de estar. 4 dormitorios, dos de ellos, uno en suite, dan a un lindo pulmón de manzana con mucho verde. Otro baño completo y toilette de recepción. Cocina y comedor diario. Lavadero independiente. Dependencia y baño de servicio. Servicios centrales. Expensas $4800. Opción cochera en alquiler.La presente oferta de venta está condicionada a la obtención del COTI por parte del propietario. Las medidas informadas son aproximadas y orientativas. Las medidas exactas surgirán del título de propiedad.Matriculado:Martín LottiCPI 2989",Montevideo 1700 entre Alvear y Quintana,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,55225.0,955.8779583847356,
420,Belgrano,3466.666666666666,150.0,-34.57478820000001,-58.46376850000001,,3.0,"En excelente zona, a metros de Av. Los Incas, PISO de 150m2, el mismo cuenta con entrada principal y entrada de servicio, se ingresa a un amplísimo living comedor con salida a balcón corrido, cocina independiente con comedor diario, lavadero independiente, dependencia de servicio con baño privado, 2 dormitorios (uno en suite) y un segundo baño completo. COCHERA CUBIERTA FIJA Y 2 BAULERAS (una muy amplia de 3,00x2,32).- ** Todos los ambientes AMPLIOS, MUY LUMINOSOS, CON VENTILACIÓN EXTERIOR, AIRE ACONDICIONADO y CALEFACCIÓN. ** Al departamento además le corresponde el 33,33% de titularidad por el departamento del encargado que se alquilará. ** EDIFICIO DE SÓLO 3 DEPARTAMENTOS (los 3 son pisos), en el 4to piso se encuentra el SUM completamente equipado con mesa, sillas, 3 ventiladores, 2 aire acondionados, parrilla con pileta (bacha), baño, cocina completa y amplio balcón aterrazado.- MEDIDAS APROXIMADAS DE LOS AMBIENTES: -- Living Comedor: 9,65x7,50; -- Balcón: 9,65x2,00; -- Cocina Comedor: 7,35x2,60; -- Dependencia de servicio: 2,50x2,00 + Baño privado de 1,50x1,00; -- Lavadero: 1,50x1,30; -- Dormitorio en suite: 3,60x3,30 + Baño: 2,30x1,60 + placares empotrado; -- Dormitorio 2: 3,60x2,50 + placard empotrado; -- Baño completo: 2,50x1,65.- SUM DEL EDIFICIO: Quincho cubierto con parrilla: 9,30x3,25 + 2,90x1,60; -- Cocina: 2,00x1,80; -- Baño: 2,53x1,50 -- Balcón aterrazado: 9,30x3,20.-",Piso de 3amb Mas Dependencia y Cochera Cubierta,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,22500.0,9310.621685054426,
422,Recoleta,2700.0,140.0,-34.5910354,-58.40062320000001,,4.0,"Edificio de categoria en excelentes condiciones. Semipiso de 4 ambientes con dependencia de servicio, hall de recepcion con amplio placard, living y comedor separados uno del otro por una puerta de roble de dos hojas, hall de distribucion, 3 dormitorios de generosas dimensiones con amplios placares, un baño completo, toilette con bidet, ambos baños recien pintados, cocina con comedor diario, lavadero con tender aereo, habitacion de servicio con profusion de placares y baño de servicio. Pisos de roble en impecable estado en todo el departamento, doble circulacion, puerta principal y de servicio blindadas, amplia baulera individual y cochera fija incluida. ",Departamento venta,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19600.0,2248.489762471534,
567,Palermo,2924.528301886793,106.0,-34.571149600000005,-58.4232966,,3.0,"EXCELENTE, SEMIPISO, AL CONTRAFRENTE, A METROS DE PLAZA LAS HERAS, SON 105 M2 + COCHERA FIJA + BAULERA (EN JAULA), EDIFICIO DE CATEGORIA, PALIER PRIVADO Y DE SERVICIO, GRAN LIVING, BALCON A PULMON, 2 DORMITORIOS, DEPENDENCIA DE SERVICIO, COCINA CON COMEDOR DIARIO.",EXCELENTE SEMI PISO,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11236.0,5023.088290002388,
636,Recoleta,3883.720930232558,43.0,-34.5955984,-58.4127129,,2.0,"Excelente departament 2 amb a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 50 m2 superficie cubierta 43m2, toilette de recepcion 1 dormitorio en suite hay opción de cochera , no dude en consulta Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",sanchez de bustamante 1300-Recoleta,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1849.0,3501.3066356047084,
641,Recoleta,3750.0,28.0,-34.5895459,-58.39736360000001,,1.0,"Excelente departamento a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 28 m2 superficie cubierta 29 m2, hay opcion de cocheras a un valor d U$S 105.000 , no dude en consulta Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de Bustamante 1300-Recoleta,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,784.0,1945.1549889119344,
643,Recoleta,3513.5135135135133,37.0,-34.5955984,-58.4127129,,1.0,"Excelente departamento Monoambiente a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 36m2 superficie cubierta 37m2, posibilidad de comprar cochera , no dude en consultar Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de bustamante 1300-Recoleta ,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1369.0,3501.3066356047084,
645,Recoleta,3852.4590163934417,61.0,-34.5955984,-58.4127129,,2.0,"Excelente departamento de 2 amb con posibilidad a 3 amb a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 61 m2 superficie cubierta 71 m2, hay posibilidad de adquirir cocheras cochera incluida , no dude en consultarAviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de Bustamante -Recoleta ,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,3721.0,3501.3066356047084,
